rank,frequency,word
1625,1,relação
1626,1,reporta
1627,1,lado
1628,1,inocentes
1629,1,vítimas
1630,1,execuções
1631,1,encobertas
1632,1,abusos
1633,1,milícias
1634,1,rocinha
1635,1,dez
1636,1,baleadas
1637,1,duas
1638,1,divulgadas
1639,1,inocente
1640,1,temem
1641,1,vidas
1642,1,sumariamente
1643,1,plantada
1644,1,mão
1645,1,estampado
1646,1,emergencial
1647,1,delicado
1648,1,hospital
1649,1,sírio-libanês
1650,1,próstata
1651,1,médicas
1652,1,procedimento
1653,1,precisar
1654,1,internado
1655,1,mente
1656,1,alta
1657,1,crítico
1658,1,retornar
1659,1,assassinado
1660,1,gabinete
1661,1,africano
1662,1,sigla
1663,1,inglês
1664,1,liderados
1665,1,ouvido
1666,1,disparos
1667,1,volta
1668,1,22h
1669,1,horário
1670,1,imagens
1671,1,câmeras
1672,1,homens
1673,1,encapuzados
1674,1,entrando
1675,1,ala
1676,1,oeste
1677,1,edifício
1678,1,tentando
1679,1,voluntária
1680,1,tv
1681,1,prestes
1682,1,quinta-feira
1683,1,conexões
1684,1,cartéis
1685,1,china
1686,1,rússia
1687,1,pretendia
1688,1,dólares
1689,1,figura
1690,1,importante
1691,1,luta
1692,1,anti-apartheid
1693,1,exílio
1694,1,poucos
1695,1,sabem
1696,1,dossiê
1697,1,seguro
1698,1,forenses
1699,1,examinar
1700,1,corpo
1701,1,cremação
1702,1,forçada
1703,1,estrangulamento
1704,1,tortura
1705,1,mantida
1706,1,constante
1707,1,impedida
1708,1,logo
1709,1,participado
1710,1,planejamento
1711,1,interessados
1712,1,exploração
1713,1,minérios
1714,1,raros
1715,1,favorecesse
1716,1,direção
1717,1,sul-africana
1718,1,ameaçando
1719,1,tentam
1720,1,repórteres
1721,1,misteriosamente
1722,1,cerimônia
1723,1,comunidade
1724,1,questionar
1725,1,morte
1726,1,começam
1727,1,bloqueado
1728,1,teme
1729,1,instabilidade
1730,1,vir
1731,1,conspiração
1732,1,altos
1733,1,escalões
1734,1,econômicos
1735,1,sigilosa
1736,1,revelada
1737,1,autorizou
1738,1,monitorem
1739,1,facebook
1740,1,twitter
1741,1,cidadãos
1742,1,entra
1743,1,amanhã
1744,1,aprovada
1745,1,fechada
1746,1,ministros
1747,1,favor
1748,1,nsa
1749,1,agência
1750,1,eua
1751,1,irrestrito
1752,1,mensagens
1753,1,vídeos
1754,1,mudança
1755,1,radical
1756,1,privacidade
1757,1,tratada
1758,1,ricardo
1759,1,autos
1760,1,escreve
1761,1,fala
1762,1,inclusive
1763,1,judiciais
1764,1,firmado
1765,1,governos
1766,1,europa
1767,1,combate
1768,1,terrorismo
1769,1,pedofilia
1770,1,tráfico
1771,1,drogas
1772,1,pertencente
1773,1,meta
1774,1,obrigado
1775,1,instalar
1776,1,backdoors
1777,1,servidores
1778,1,evite
1779,1,opiniões
1780,1,contrárias
1781,1,imoral
1782,1,filhos
1783,1,monitorados
1784,1,manifestou
1785,1,indicam
1786,1,inconstitucionalidade
1787,1,protocolada
1788,1,repasse
1789,1,contatos
1790,1,começou
1791,1,cancela
1792,1,mantém
1793,1,eleito
1794,1,cancelamento
1795,1,levaria
1796,1,piso
1797,1,1.006.
1798,1,financiaram
1799,1,estimativa
1800,1,aplicado
1801,1,publicar
1802,1,tomada
1803,1,representantes
1804,1,fiesp
1805,1,assistenciais
1806,1,previdenciários
1807,1,abono
1808,1,salarial
1809,1,prestação
1810,1,continuada
1811,1,aposentadorias
1812,1,inss
1813,1,congelamento
1814,1,trabalhadores
1815,1,perderão
1816,1,primeira
1817,1,etapa
1818,1,pretende
1819,1,congelar
1820,1,indeterminado
1821,1,futuro
1822,1,afirmado
1823,1,preciso
1824,1,ajustar
1825,1,realidade
1826,1,fórmula
1827,1,considera
1828,1,inflação
1829,1,crescimento
1830,1,econômico
1831,1,extinta
1832,1,provisória
1833,1,revogar
1834,1,lei
1835,1,garante
1836,1,automático
1837,1,tema
1838,1,porque
1839,1,representa
1840,1,despesas
1841,1,irrisório
1842,1,comparado
1843,1,isenções
1844,1,concedidas
1845,1,dieese
1846,1,ideal
1847,1,"3.959,98"
1848,1,sustentar
1849,1,prefere
1850,1,proteger
1851,1,lucros
1852,1,boliviana
1853,1,ypfb
1854,1,sexta
1855,1,medidas
1856,1,batizado
1857,1,reduz
1858,1,trazer
1859,1,vizinho
1860,1,encobrir
1861,1,chinesas
1862,1,controlem
1863,1,competição
1864,1,oferta
1865,1,cortina
1866,1,fumaça
1867,1,estrangeiros
1868,1,energia
1869,1,chegar
1870,1,final
1871,1,segmentos
1872,1,distribuição
1873,1,deixando
1874,1,mercê
1875,1,negociavam
1876,1,sombras
1877,1,compra
1878,1,natural
1879,1,intermediação
1880,1,lobistas
1881,1,entrou
1882,1,venceu
1883,1,deliberadamente
1884,1,utilizou
1885,1,engenheiro
1886,1,prazo
1887,1,remanescente
1888,1,calculado
1889,1,especificamente
1890,1,pago
1891,1,suborno
1892,1,bolivianas
1893,1,quadruplicar
1894,1,preço
1895,1,diretora
1896,1,refino
1897,1,anelise
1898,1,lara
1899,1,acionária
1900,1,beneficiadas
1901,1,tenta
1902,1,anp
1903,1,reaberto
1904,1,década
1905,1,shell
1906,1,repsol
1907,1,negociações
1908,1,obscuras
1909,1,fertilizantes
1910,1,yara
1911,1,siderúrgica
1912,1,gerdau
1913,1,lucraram
1914,1,privilegiadas
1915,1,atualmente
1916,1,controlado
1917,1,entregue
1918,1,bandeja
1919,1,compromisso
1920,1,custo
1921,1,boliviano
1922,1,beneficiará
1923,1,residências
1924,1,negócios
1925,1,verão
1926,1,explodirem
1927,1,tarifa
1928,1,definida
1929,1,mentem
1930,1,dizer
1931,1,negociação
1932,1,cade
1933,1,tbg
1934,1,imposição
1935,1,organismos
1936,1,enfraquecer
1937,1,soberania
1938,1,energética
1939,1,comemorou
1940,1,vitória
1941,1,sairão
1942,1,jeanine
1943,1,áñez
1944,1,trouxas
1945,1,negociata
1946,1,selecionando
1947,1,produtos
1948,1,instagram
1949,1,imperdível
1950,1,confirmadas
1951,1,selecionados
1952,1,recrutando
1953,1,representá-la
1954,1,fixo
1955,1,roupas
1956,1,acessórios
1957,1,participar
1958,1,requisitos
1959,1,simples
1960,1,seguir
1961,1,repostar
1962,1,instruções
1963,1,marcar
1964,1,post
1965,1,corra
1966,1,pois
1967,1,restam
1968,1,encerramento
1969,1,inscrições
1970,1,ex-jogador
1971,1,vôlei
1972,1,gustavo
1973,1,endres
1974,1,primeiros
1975,1,legenda
1976,1,dá
1977,1,incentivando
1978,1,participarem
1979,1,aderiram
1980,1,nova
1981,1,aproximar
1982,1,esportivas
1983,1,investido
1984,1,pesado
1985,1,marketing
1986,1,acontece
1987,1,vários
1988,1,países
1989,1,itália
1990,1,portugal
1991,1,espanha
1992,1,perca
1993,1,chance
1994,1,ganhar
1995,1,fazendo
1996,1,ama
1997,1,prostituir
1998,1,concedida
1999,1,global
2000,1,afirmar
2001,1,categoricamente
2002,1,prostituição
2003,1,sobrevivência
2004,1,declaração
2005,1,aconteceu
2006,1,ensaio
2007,1,fotográfico
2008,1,publicação
2009,1,presentes
2010,1,estúdio
2011,1,exaltado
2012,1,feito
2013,1,comentários
2014,1,contundentes
2015,1,cortados
2016,1,edição
2017,1,visivelmente
2018,1,nervosa
2019,1,descontrolada
2020,1,relatou
2021,1,publicou
2022,1,rapidamente
2023,1,removeu
2024,1,emissora
2025,1,carioca
2026,1,internautas
2027,1,capturas
2028,1,tela
2029,1,exclusão
2030,1,material
2031,1,desmentir
2032,1,alegando
2033,1,tratar
2034,1,haviam
2035,1,compartilhado
2036,1,prints
2037,1,comportamento
2038,1,comum
2039,1,celebridades
2040,1,arrependem
2041,1,rede
2042,1,pronunciou
2043,1,estrelas
2044,1,terremotos
2045,1,causados
2046,1,diversas
2047,1,rachaduras
2048,1,surgiram
2049,1,ruas
2050,1,fortes
2051,1,chuvas
2052,1,tremor
2053,1,terra
2054,1,2018.
2055,1,fenômeno
2056,1,registrado
2057,1,mutange
2058,1,bebedouro
2059,1,último
2060,1,parto
2061,1,vizinhos
2062,1,geólogo
2063,1,estudos
2064,1,manipulados
2065,1,geológico
2066,1,cprm
2067,1,encobrindo
2068,1,sísmicos
2069,1,marinha
2070,1,parceria
2071,1,potências
2072,1,identificou
2073,1,fissuras
2074,1,"1,5"
2075,1,km
2076,1,afetando
2077,1,2.480
2078,1,moradias
2079,1,somente
2080,1,centenas
2081,1,abandonar
2082,1,casas
2083,1,pressas
2084,1,muitas
2085,1,auxílio
2086,1,comprometidos
2087,1,quatro
2088,1,superior
2089,1,identificadas
2090,1,temerem
2091,1,ondas
2092,1,subterrâneas
2093,1,vinham
2094,1,alagoana
2095,1,2015.
2096,1,fachada
2097,1,presença
2098,1,parceira
2099,1,culpa
2100,1,deu
2101,1,indenizações
2102,1,irrisórias
2103,1,"81,5"
2104,1,proprietários
2105,1,cobre
2106,1,prejuízo
2107,1,afetadas
2108,1,helicópteros
2109,1,identificados
2110,1,sobrevoavam
2111,1,área
2112,1,tremores
2113,1,intensos
2114,1,calar
2115,1,migalhas
2116,1,usam
2117,1,bairro
2118,1,laboratório
2119,1,desabafou
2120,1,moradora
2121,1,apaguem
2122,1,convocados
2123,1,obrigatório
2124,1,conhecida
2125,1,contam
2126,1,chip
2127,1,integrado
2128,1,monitorar
2129,1,movimentos
2130,1,funcionário
2131,1,semas
2132,1,banco
2133,1,hábitos
2134,1,deslocamentos
2135,1,preferências
2136,1,anda
2137,1,alegue
2138,1,oferece
2139,1,meia-entrada
2140,1,eventos
2141,1,coletados
2142,1,aplicativo
2143,1,2.0
2144,1,compartilhados
2145,1,órgãos
2146,1,8.537/215
2147,1,mencionado
2148,1,sequer
2149,1,oficiais
2150,1,diário
2151,1,suposto
2152,1,precisam
2153,1,cadastrados
2154,1,único
2155,1,cadúnico
2156,1,fornecer
2157,1,nis
2158,1,mãe
2159,1,nascimento
2160,1,facilmente
2161,1,utilizados
2162,1,roubo
2163,1,pais
2164,1,atentos
2165,1,carteirinha
2166,1,validade
2167,1,justamente
2168,1,forçar
2169,1,renovarem
2170,1,constantemente
2171,1,junto
2172,1,duplo
2173,1,interestadual
2174,1,embarcar
2175,1,recusarem
2176,1,cadastramento
2177,1,negado
2178,1,obrigadas
2179,1,emitir
2180,1,detalhado
2181,1,disfarçada
2182,1,protocolo
2183,1,administrativo
2184,1,telefone
2185,1,99165-56
2186,1,prefeitura
2187,1,centros
2188,1,cras
2189,1,baixa
2190,1,renda
2191,1,ameaça
2192,1,desnutrição
2193,1,disfarçados
2194,1,comunista
2195,1,nicolás
2196,1,funai
2197,1,chamados
2198,1,atendidos
2199,1,cruzaram
2200,1,fronteira
2201,1,atendeu
2202,1,muitos
2203,1,falam
2204,1,português
2205,1,alguns
2206,1,flagrados
2207,1,conseguir
2208,1,orçamento
2209,1,destinado
2210,1,2022.
2211,1,enviado
2212,1,passarem
2213,1,artificial
2214,1,triplo
2215,1,desgastar
2216,1,imagem
2217,1,cativa
2218,1,survival
2219,1,george
2220,1,soros
2221,1,silenciar
2222,1,nacionalidade
2223,1,pesquisadores
2224,1,denunciar
2225,1,ameaçados
2226,1,removidos
2227,1,funções
2228,1,programas
2229,1,funcionando
2230,1,adequadamente
2231,1,deterioração
2232,1,súbita
2233,1,coincide
2234,1,suspeitosamente
2235,1,transição
2236,1,necessidade
2237,1,emergenciais
2238,1,preparam
2239,1,cpi
2240,1,entrada
2241,1,ilegal
2242,1,direcionados
2243,1,ongs
2244,1,pretexto
2245,1,ajuda
2246,1,financiada
2247,1,publicitárias
2248,1,censurado
2249,1,sef
2250,1,2023.
2251,1,"135,95"
2252,1,impressionantes
2253,1,"335,66"
2254,1,pesar
2255,1,mineiros
2256,1,vazadas
2257,1,minas
2258,1,gerais
2259,1,cobrança
2260,1,abusiva
2261,1,justificada
2262,1,internamente
2263,1,compensar
2264,1,deixado
2265,1,má
2266,1,arrecadação
2267,1,estadual
2268,1,dae
2269,1,vence
2270,1,pegando
2271,1,surpresa
2272,1,anônimas
2273,1,planejando
2274,1,cota
2275,1,ipva
2276,1,tornando
2277,1,difícil
2278,1,manter
2279,1,regularizado
2280,1,pagador
2281,1,oferecia
2282,1,adicional
2283,1,suspenso
2284,1,silenciosamente
2285,1,aviso
2286,1,prévio
2287,1,gerando
2288,1,pagaram
2289,1,fiquem
2290,1,sabendo
2291,1,mineiro
