rule,human_count,machine_count,human_docs,machine_docs,total_count
"NOUN(*, NOUN/flat:name)",2,0,2,0,2
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obl)",1,1,1,1,2
"VERB(*, PROPN/obl:agent, NOUN/obl)",0,2,0,1,2
"NOUN(ADP/case, *, PROPN/nmod, VERB/acl)",0,2,0,2,2
"NOUN(*, ADJ/amod, SYM/nmod)",0,2,0,2,2
"VERB(SCONJ/mark, NOUN/nsubj, *, VERB/xcomp, VERB/advcl)",0,2,0,2,2
"VERB(SCONJ/mark, NOUN/nsubj, ADV/advmod, *, NOUN/obl)",0,2,0,2,2
"VERB(CCONJ/cc, *, ADV/advmod, NOUN/obj)",0,2,0,2,2
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, NOUN/obl)",0,2,0,1,2
"NUM(*, NUM/conj)",1,1,1,1,2
"VERB(ADP/mark, ADV/advmod, AUX/aux:pass, *, VERB/advcl)",0,2,0,2,2
"ADJ(*, PROPN/obl)",0,2,0,2,2
"ADJ(ADV/advmod, *, ADV/advmod, VERB/parataxis, PUNCT/punct)",0,2,0,2,2
"ADJ(*, PUNCT/punct)",1,1,1,1,2
"VERB(ADV/advmod, *, NOUN/obj, PUNCT/punct)",1,1,1,1,2
"ADJ(*, VERB/acl)",1,1,1,1,2
*(SYM),1,1,1,1,2
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj)",1,1,1,1,2
"NOUN(SCONJ/mark, NOUN/nsubj, AUX/cop, DET/det, ADJ/amod, *, NOUN/nmod, VERB/advcl)",2,0,1,0,2
"VERB(ADP/mark, PRON/expl, *, NOUN/obl)",0,2,0,2,2
"VERB(ADP/mark, PRON/obj, *, NOUN/obl)",2,0,2,0,2
*(NUM),0,2,0,2,2
"VERB(VERB/ccomp:speech, *, NOUN/nsubj, NOUN/obl, PUNCT/punct)",0,2,0,2,2
*(ADV),1,1,1,1,2
"NOUN(SCONJ/mark, PRON/nsubj, AUX/cop, DET/det, *, ADJ/amod, NOUN/nmod)",1,1,1,1,2
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, PUNCT/punct)",0,2,0,2,2
"X(PUNCT/punct, *)",2,0,2,0,2
"ADP(*, PRON/fixed, PRON/fixed)",1,1,1,1,2
"NOUN(PUNCT/punct, CCONJ/cc, ADV/advmod, *, ADJ/amod, NOUN/conj)",0,2,0,2,2
"NOUN(PUNCT/punct, DET/det, *)",0,2,0,1,2
"VERB(SCONJ/mark, PROPN/nsubj, *, VERB/xcomp)",0,2,0,2,2
"ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, *)",2,0,2,0,2
"VERB(SCONJ/mark, PROPN/nsubj, ADV/advmod, *, NOUN/obj, VERB/advcl)",1,1,1,1,2
"VERB(ADV/mark, *, NOUN/obj)",0,2,0,2,2
"NUM(ADV/advmod, *, ADV/conj)",2,0,1,0,2
"VERB(ADV/advmod, *, PROPN/obl)",0,2,0,2,2
"VERB(ADV/advmod, PRON/expl, *, NOUN/obl)",0,2,0,2,2
"ADJ(PUNCT/punct, *, PUNCT/punct)",0,2,0,1,2
"VERB(NOUN/obl, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",0,2,0,2,2
"VERB(ADP/mark, *, PRON/obj)",2,0,2,0,2
"VERB(ADP/mark, *, PRON/obj, NOUN/obl)",1,1,1,1,2
"NUM(ADP/case, *, NUM/conj)",1,1,1,1,2
"NUM(ADP/case, *, NOUN/nmod)",0,2,0,2,2
"VERB(ADP/mark, *, VERB/xcomp)",0,2,0,2,2
"VERB(ADP/mark, ADV/advmod, *, NOUN/obj)",1,1,1,1,2
"VERB(ADP/mark, *, NOUN/obj, PUNCT/punct)",1,1,1,1,2
"NOUN(PUNCT/punct, *, NOUN/nmod, PROPN/nmod, PUNCT/punct)",1,1,1,1,2
"NOUN(ADP/case, DET/det, *, NOUN/nmod, VERB/acl)",2,0,2,0,2
"PRON(*, NOUN/nmod)",1,1,1,1,2
"VERB(CCONJ/cc, PRON/obj, *)",2,0,2,0,2
"NOUN(ADP/case, DET/det, *, NOUN/nmod, PROPN/nmod)",1,1,1,1,2
"NOUN(PUNCT/punct, *, PROPN/nmod, PUNCT/punct)",1,1,1,1,2
"NOUN(ADP/case, *, NOUN/conj, NOUN/conj, NOUN/conj)",1,1,1,1,2
"VERB(*, NOUN/obj, VERB/advcl)",0,2,0,2,2
"VERB(PRON/nsubj, *, PROPN/obj)",0,2,0,2,2
"NOUN(ADP/case, DET/det, *, NOUN/nmod, NOUN/conj)",1,1,1,1,2
"VERB(CCONJ/cc, NOUN/nsubj, *, NOUN/obj)",0,2,0,2,2
"VERB(*, NOUN/obj, PUNCT/punct)",1,1,1,1,2
"NOUN(ADP/case, DET/det, *, PROPN/nmod, PROPN/appos)",0,2,0,2,2
"NOUN(ADP/case, DET/det, *, ADJ/amod, PUNCT/punct)",0,2,0,2,2
"VERB(*, NOUN/obj, NOUN/obl, VERB/conj)",2,0,2,0,2
"NOUN(ADP/case, *, NOUN/nmod, PROPN/nmod)",1,1,1,1,2
"VERB(CCONJ/cc, *, NOUN/obj, PROPN/obl)",0,2,0,1,2
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/xcomp, PUNCT/punct, PUNCT/punct)",0,2,0,2,2
"NOUN(ADP/case, *, NUM/nummod)",2,0,1,0,2
"VERB(*, ADV/advmod, NOUN/obl)",0,2,0,1,2
"NOUN(ADP/case, *, PUNCT/punct)",1,1,1,1,2
"NOUN(ADP/case, ADV/advmod, SYM/nmod, NUM/nummod, *)",0,2,0,1,2
"VERB(PRON/nsubj, *, VERB/ccomp)",1,1,1,1,2
"VERB(*, NOUN/nsubj, PUNCT/punct)",2,0,2,0,2
"NOUN(ADP/case, ADJ/amod, *, NOUN/nmod)",1,1,1,1,2
"NOUN(PUNCT/punct, ADJ/amod, *, PROPN/nmod, PUNCT/punct)",0,2,0,2,2
"NOUN(ADP/case, DET/det, *, ADJ/amod, VERB/acl:relcl)",0,2,0,2,2
"VERB(PUNCT/punct, CCONJ/cc, *, VERB/xcomp)",1,1,1,1,2
"VERB(SCONJ/mark, ADV/advmod, *, VERB/xcomp)",2,0,1,0,2
"NOUN(PUNCT/punct, ADP/case, DET/det, *, NOUN/nmod, PUNCT/punct)",2,0,2,0,2
"VERB(*, PRON/obj)",0,2,0,2,2
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,2,0,1,2
"NOUN(*, PUNCT/punct)",0,2,0,2,2
"SYM(ADP/case, *)",2,0,2,0,2
"VERB(SCONJ/mark, *, NOUN/obl)",1,1,1,1,2
"PRON(ADP/case, *, VERB/acl)",0,2,0,2,2
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, NOUN/obl)",0,2,0,2,2
"NOUN(*, X/nmod)",2,0,2,0,2
"VERB(*, NOUN/obl, PUNCT/punct)",2,0,2,0,2
"PRON(ADP/case, *, PRON/fixed)",0,2,0,2,2
"NOUN(PUNCT/punct, *, ADJ/amod, VERB/acl)",0,2,0,2,2
"NOUN(ADP/case, *, ADJ/amod, VERB/acl)",0,2,0,2,2
"NOUN(ADP/case, DET/det, *, PROPN/nmod, PUNCT/punct)",0,2,0,2,2
"VERB(PRON/nsubj, *, NOUN/obl, VERB/conj)",1,1,1,1,2
"NOUN(ADP/case, DET/det, *, PROPN/nmod, VERB/acl)",0,2,0,2,2
"VERB(*, NOUN/obl, NOUN/obj)",2,0,2,0,2
"SYM(ADV/advmod, *)",1,1,1,1,2
"VERB(SCONJ/mark, *, NOUN/obj, NOUN/obl)",0,2,0,2,2
"NOUN(ADP/case, *, ADJ/amod, ADJ/amod)",0,2,0,2,2
"VERB(NOUN/obl, NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, NOUN/obl, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, VERB/xcomp, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, AUX/cop, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj, AUX/aux, PRON/expl, *, VERB/advcl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, ADV/advmod, *, NOUN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, ADV/advmod, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/conj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, ADV/advmod, *, PROPN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, PRON/expl, *, PROPN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, PRON/obj, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, PROPN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, AUX/aux:pass, *, NOUN/obl, NOUN/obl, NOUN/nsubj:pass, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl:agent, ADJ/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl:agent, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, NOUN/obl, *, ADV/advmod, NOUN/obl:agent, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, *, NOUN/obj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:outer, AUX/cop, PUNCT/punct, PRON/nsubj, ADV/advmod, PRON/expl, *, PRON/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:outer, AUX/cop, SCONJ/mark, ADV/advmod, NOUN/nsubj, *, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, NOUN/nsubj:pass, CCONJ/cc, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, ADV/advmod, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, ADV/advmod, AUX/aux, AUX/aux:pass, *, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, VERB/root, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl:agent, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, VERB/xcomp, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl:agent, PROPN/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj, *, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, NOUN/nsubj, *, PROPN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/cop, *, NOUN/conj, ADJ/parataxis)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, CCONJ/cc, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, CCONJ/cc, ADP/mark, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, ADV/advmod, PROPN/obl:agent, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obj, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, ADV/advmod, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, *, VERB/advcl, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, *, PROPN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, *, PROPN/obj, ADJ/obl)",1,0,1,0,1
"VERB(CCONJ/cc, *, PROPN/obj)",0,1,0,1,1
"VERB(CCONJ/cc, *, PRON/obj, NOUN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, *, NUM/obl)",0,1,0,1,1
"VERB(CCONJ/cc, *, NOUN/obj, VERB/xcomp)",0,1,0,1,1
"VERB(CCONJ/cc, *, CCONJ/cc)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/discourse, SCONJ/discourse, NOUN/nsubj, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/cop, SCONJ/mark, PRON/nsubj, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux:pass, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"VERB(AUX/aux:pass, *, PRON/obl, NOUN/obl)",0,1,0,1,1
"VERB(AUX/aux:pass, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(AUX/aux:pass, *, NOUN/obl, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux:pass, *, NOUN/obl, NOUN/conj)",1,0,1,0,1
"VERB(AUX/aux:pass, *, NOUN/nsubj:pass, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(CCONJ/cc, *, ADJ/conj)",1,0,1,0,1
"VERB(CCONJ/cc, PRON/nsubj, ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, PRON/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(CCONJ/cc, NOUN/obl, AUX/aux:pass, *, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/obl, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/nsubj, AUX/aux, *, ADV/advmod)",0,1,0,1,1
"VERB(CCONJ/cc, NOUN/nsubj, *, NOUN/obl, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, NOUN/nsubj, *, NOUN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, AUX/aux:pass, *)",1,0,1,0,1
"VERB(CCONJ/cc, *, VERB/xcomp, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, AUX/aux, *, NOUN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, AUX/aux, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, AUX/aux, *, NOUN/obj)",0,1,0,1,1
"VERB(CCONJ/cc, ADV/advmod, AUX/aux, *, VERB/xcomp)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, ADP/mark, PRON/expl, *, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, ADP/mark, *, NOUN/obj)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"VERB(CCONJ/cc, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(CCONJ/cc, ADV/advmod, *, ADJ/xcomp, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, AUX/aux, *, SYM/obj, NOUN/obl)",0,1,0,1,1
"VERB(ADV/advmod, AUX/aux:pass, *)",1,0,1,0,1
"VERB(ADV/advmod, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/advmod, ADP/mark, *, NOUN/obj, VERB/xcomp)",0,1,0,1,1
"VERB(ADV/advmod, *, PROPN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/advmod, *, PRON/obj, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, *, PRON/obj)",0,1,0,1,1
"VERB(ADV/advmod, *, NOUN/obl, VERB/parataxis, PUNCT/punct, VERB/parataxis)",1,0,1,0,1
"VERB(ADV/advmod, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(AUX/aux:pass, *, ADV/advmod, NOUN/obl:agent, NOUN/parataxis)",1,0,1,0,1
"VERB(ADV/advmod, *, NOUN/nsubj)",0,1,0,1,1
"VERB(ADV/advmod, *, ADV/advmod, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, PUNCT/punct, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/mark, PUNCT/punct, *, NOUN/obj, PUNCT/punct, VERB/conj)",0,1,0,1,1
"VERB(ADP/mark, PROPN/nsubj, ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"VERB(ADP/mark, PROPN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(ADP/mark, PRON/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, PRON/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(ADV/advmod, *, NOUN/nsubj, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux:pass, *, ADV/advmod, NOUN/obl:agent)",0,1,0,1,1
"VERB(AUX/aux:pass, *, ADJ/xcomp)",0,1,0,1,1
"VERB(AUX/aux, *, VERB/xcomp, ADJ/conj, PUNCT/punct)",1,0,1,0,1
"VERB(AUX/aux, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(AUX/aux, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(AUX/aux, *, ADV/advmod, PRON/obj, ADV/advmod, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/mark, PROPN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(ADV/advmod, PROPN/obl, NOUN/nsubj, *, SYM/xcomp, VERB/advcl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(ADV/advmod, PRON/nsubj, *, VERB/conj, VERB/conj)",0,1,0,1,1
"VERB(ADV/advmod, PRON/expl, *, VERB/advcl)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/obl, ADV/advmod, *, ADV/advmod, VERB/ccomp, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, NOUN/nsubj, *, VERB/xcomp, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(ADV/advmod, PROPN/nsubj, AUX/aux, *, NOUN/obl)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, ADV/advmod, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADP/mark, NOUN/nsubj, *, VERB/advcl)",1,0,1,0,1
"VERB(NOUN/nsubj, ADP/cc, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, X/obj, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/xcomp, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, PRON/nsubj, PRON/iobj, *, PRON/obj)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/conj, VERB/root)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/ccomp:speech, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/ccomp, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/ccomp, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PROPN/obl, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, PROPN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, PROPN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PROPN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/xcomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, NOUN/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, NOUN/ccomp, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obl, ADJ/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, AUX/aux, *, ADV/advmod, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, NOUN/obl, *, PRON/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, NOUN/parataxis, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, ADV/advmod, *, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, VERB/xcomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, ADV/advmod, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, PROPN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, PRON/obj, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, ADV/advmod, AUX/aux, *, NOUN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, ADV/advmod, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, ADV/advmod, NUM/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADJ/xcomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADJ/xcomp, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADJ/ccomp, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, ADJ/advcl, PRON/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
