rule,human_count,machine_count,human_docs,machine_docs,total_count
"VERB(*, NOUN/obl:em, VERB/ccomp, NOUN/obl:segundo)",0,1,0,1,1
"VERB(*, NOUN/obl:em, VERB/advcl:que)",0,1,0,1,1
"VERB(*, NOUN/obl:em, VERB/advcl:para, VERB/advcl:para, VERB/advcl:para)",1,0,1,0,1
"VERB(*, NOUN/obl:em, VERB/advcl:para)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NUM/obl:para)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NUM/obl:em, VERB/conj:e, VERB/conj:mas)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NOUN/obl:sem)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NOUN/obl:segundo)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NOUN/obl:por)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NOUN/obl:para)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NOUN/obl:em, VERB/conj:mas)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NOUN/obl:em, NOUN/obl:segundo)",0,1,0,1,1
"VERB(*, NOUN/obl:em, NOUN/obl:em, NOUN/obl:após, NOUN/obl:após)",0,1,0,1,1
"NOUN(*, NOUN/nmod:sem, VERB/conj:mas)",0,1,0,1,1
"NOUN(*, NOUN/nmod:segundo)",0,1,0,1,1
"NOUN(*, NOUN/nmod:para, PRON/ref)",0,1,0,1,1
"NOUN(*, NOUN/nmod:em, NOUN/conj:e)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, VERB/advcl:se)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, VERB/advcl:ferreirase)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, VERB/acl:para, VERB/acl:para)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, VERB/acl:de)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, PROPN/nmod:durante)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, PRON/ref, NOUN/acl:relcl)",1,0,1,0,1
"VERB(*, NOUN/obl:por, PROPN/obl:para)",0,1,0,1,1
"VERB(*, NOUN/obl:para, NOUN/obl:sob)",0,1,0,1,1
"VERB(*, NOUN/obl:para, NOUN/obl:com)",0,1,0,1,1
"VERB(*, NOUN/obl:para, ADJ/conj:mas)",0,1,0,1,1
"VERB(*, NOUN/obl:entre, SYM/obl:entre, NOUN/obl:entre)",0,1,0,1,1
"VERB(*, NOUN/obl:entre, NOUN/obl:para)",0,1,0,1,1
"VERB(*, NOUN/obl:entre)",0,1,0,1,1
"VERB(*, NOUN/obl:em, VERB/conj:e, VERB/conj:e, VERB/conj:e)",0,1,0,1,1
"VERB(*, NOUN/obl:em, VERB/conj:e)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, NOUN/nmod:por, NOUN/conj:e)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, NOUN/nmod:em, NOUN/conj:e)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, NOUN/nmod:de, NOUN/nmod:de, NOUN/nmod:de)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, NOUN/nmod:de, NOUN/nmod:de)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, NOUN/nmod:de, NOUN/nmod:a)",1,0,1,0,1
"VERB(*, PRON/obl:entre)",0,1,0,1,1
"VERB(*, NUM/obl:em, NOUN/obl:em)",1,0,1,0,1
"VERB(*, NUM/obl:de)",0,1,0,1,1
"VERB(*, NOUN/xcomp, NOUN/xcomp)",1,0,1,0,1
"VERB(*, NOUN/obl:sob, VERB/conj:e)",0,1,0,1,1
"VERB(*, NOUN/obl:sob)",0,1,0,1,1
"VERB(*, NOUN/obl:sem, VERB/conj:e, VERB/conj:e)",1,0,1,0,1
"VERB(*, NOUN/obl:segundo)",0,1,0,1,1
"VERB(*, NOUN/obl:por, VERB/conj:e)",0,1,0,1,1
"NOUN(*, NOUN/nmod:em, NOUN/nmod:em)",1,0,1,0,1
"NOUN(*, NOUN/nmod:em, NOUN/nmod:após)",0,1,0,1,1
"VERB(*, PROPN/obl:em, VERB/conj:e)",0,1,0,1,1
"VERB(*, PROPN/obl:de, VERB/advcl:para)",0,1,0,1,1
"VERB(*, PROPN/obl:contra, NOUN/obl:em)",0,1,0,1,1
"VERB(*, PROPN/obl:como)",0,1,0,1,1
"VERB(*, PROPN/obl:agent)",1,0,1,0,1
"VERB(*, PROPN/obl:a, VERB/conj:e)",1,0,1,0,1
"VERB(*, PROPN/obl:a, NOUN/obl:em)",0,1,0,1,1
"VERB(*, PROPN/obj, PROPN/obl:em)",0,1,0,1,1
"VERB(*, PROPN/obj, PROPN/obj)",0,1,0,1,1
"VERB(*, PROPN/conj:e)",1,0,1,0,1
"VERB(*, PRON/obl:sobre)",1,0,1,0,1
"VERB(*, PRON/obl:por, PRON/obl:por)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, NUM/nmod:entre, NUM/nmod:entre)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, NUM/nmod:desde, NOUN/nmod:com)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, NUM/nmod:de, SYM/nmod:em)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, NOUN/nmod:sobre, NOUN/nmod:sobre, NOUN/nmod:sobre)",0,1,0,1,1
"VERB(*, VERB/advcl:porque)",0,1,0,1,1
"VERB(*, VERB/advcl:para_que)",0,1,0,1,1
"VERB(*, VERB/advcl:enquanto)",0,1,0,1,1
"VERB(*, VERB/advcl:como)",1,0,1,0,1
"VERB(*, VERB/advcl:assim_que)",0,1,0,1,1
"VERB(*, VERB/advcl:a)",1,0,1,0,1
"VERB(*, SYM/obl:para)",0,1,0,1,1
"VERB(*, SYM/obl:em, VERB/conj:e, VERB/conj:e)",0,1,0,1,1
"VERB(*, SYM/obl:em)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, NOUN/nmod:após_a)",1,0,1,0,1
"NOUN(*, NOUN/nmod:de, NOUN/conj:mas, NOUN/conj:e)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, ADV/ref, ADJ/acl:relcl)",0,1,0,1,1
"NOUN(*, NOUN/nmod:de, ADJ/conj:e, NOUN/conj:e)",1,0,1,0,1
"NOUN(*, NOUN/nmod:contra, NOUN/nmod:por, NOUN/nmod:por, NOUN/nmod:por)",0,1,0,1,1
"NOUN(*, NOUN/nmod:contra, NOUN/nmod:em)",0,1,0,1,1
"NOUN(*, NOUN/nmod:com, X/nmod:com, NOUN/nmod:com, NOUN/nmod:com)",1,0,1,0,1
"NOUN(*, NOUN/nmod:a, NOUN/nmod:a, NOUN/nmod:a, NOUN/nmod:a)",0,1,0,1,1
"NOUN(*, NOUN/conj:ou, PRON/ref)",1,0,1,0,1
"NOUN(*, NOUN/conj:ou, NOUN/conj:ou)",0,1,0,1,1
"NOUN(*, NOUN/conj:e, PROPN/nmod:em, PROPN/nmod:em)",0,1,0,1,1
"NOUN(*, NOUN/conj:e, PROPN/nmod:de)",0,1,0,1,1
"VERB(*, VERB/xcomp, ADJ/xcomp)",1,0,1,0,1
"VERB(*, VERB/parataxis, VERB/parataxis)",0,1,0,1,1
"VERB(*, VERB/conj:porém)",1,0,1,0,1
"VERB(*, VERB/conj:ou, NOUN/obl:a)",0,1,0,1,1
"VERB(*, VERB/conj:e, VERB/dep)",1,0,1,0,1
"VERB(*, VERB/conj:e, VERB/conj:e)",0,1,0,1,1
"VERB(*, VERB/advcl:ser_que)",1,0,1,0,1
"VERB(*, VERB/advcl:sem)",0,1,0,1,1
"VERB(*, VERB/advcl:se)",0,1,0,1,1
"VERB(*, VERB/advcl:quanto)",1,0,1,0,1
"VERB(*, VERB/advcl:quando)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:em, NOUN/obl:com)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:de, VERB/conj:e)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obl:de, NOUN/obl:para)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:após)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:a, NOUN/obl:para)",0,1,0,1,1
"VERB(NOUN/advcl:se, *, NOUN/obl:em)",1,0,1,0,1
"VERB(NOUN/advcl:embora, *, PRON/obl:a, VERB/advcl:por)",1,0,1,0,1
"VERB(NOUN/advcl:assim_como, *, NOUN/obl:de)",0,1,0,1,1
"VERB(AUX/cop, SCONJ/mark, NOUN/nsubj, *)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obl:com)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obl:até)",1,0,1,0,1
"VERB(ADJ/ccomp:speech, *)",0,1,0,1,1
"VERB(*, X/obl:de)",0,1,0,1,1
"NOUN(*, NOUN/nmod:com, NOUN/nmod:com)",0,1,0,1,1
"NOUN(*, NOUN/nmod:com, NOUN/conj:e)",0,1,0,1,1
"NOUN(*, NOUN/nmod:após)",0,1,0,1,1
"NOUN(*, NOUN/appos, NOUN/nsubj)",1,0,1,0,1
"NOUN(*, NOUN/appos)",1,0,1,0,1
"NOUN(*, ADV/nmod:de)",1,0,1,0,1
"NOUN(*, ADV/conj:ou)",0,1,0,1,1
"NOUN(*, ADJ/nmod:em)",0,1,0,1,1
"NOUN(*, ADJ/appos, NOUN/appos)",1,0,1,0,1
"NOUN(*, ADJ/amod, VERB/acl)",1,0,1,0,1
"NOUN(*, ADJ/amod, NOUN/nmod:de)",1,0,1,0,1
"NOUN(*, ADJ/amod, NOUN/nmod:como, PROPN/nmod:como, NOUN/nmod:como)",0,1,0,1,1
"NOUN(*, ADJ/acl:que)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obl:sob)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obl:segundo)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:por_volta_de)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:em, VERB/advcl:a)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:em, NUM/obl:em)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl:em, NOUN/obl:por, X/obl:por)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/xcomp)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/dep, VERB/dep)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/conj:ou)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/conj:e, VERB/conj:e)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/ccomp)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/advcl:para_que)",1,0,1,0,1
"VERB(NOUN/nsubj, *, VERB/advcl:a_o)",0,1,0,1,1
"VERB(NOUN/nsubj, *, VERB/advcl)",0,1,0,1,1
"VERB(NOUN/nsubj, *, SYM/obl:a)",0,1,0,1,1
"VERB(NOUN/nsubj, *, PROPN/obl:com, VERB/conj:e)",0,1,0,1,1
"VERB(NOUN/nsubj, *, PROPN/obl:a)",0,1,0,1,1
"VERB(NOUN/nsubj, *, PRON/obl:a, NOUN/advcl:porque, VERB/parataxis)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PRON/nsubj)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NUM/obl:em, VERB/advcl:para)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NUM/obl:em)",0,1,0,1,1
"NOUN(*, NOUN/conj:e, NOUN/conj:e, NOUN/nmod:de)",0,1,0,1,1
"ADV(*, VERB/conj:e)",1,0,1,0,1
"ADV(*, VERB/acl:de, VERB/acl:de, VERB/acl:de)",1,0,1,0,1
"ADV(*, NOUN/obl:com)",0,1,0,1,1
"ADJ(VERB/advcl:para, *, VERB/parataxis, VERB/parataxis, VERB/parataxis)",0,1,0,1,1
"ADJ(SYM/nsubj, *, NOUN/obl:a, NOUN/obl:contra, NOUN/obl:contra)",1,0,1,0,1
"VERB(NOUN/nsubj:pass, *, NOUN/obl:para)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, *, NOUN/obl:em, NOUN/obl:com)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, *, NOUN/obl:contra)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, *, NOUN/obl:com)",1,0,1,0,1
"VERB(NOUN/nsubj, PROPN/nsubj, *, NUM/obl:em)",1,0,1,0,1
"VERB(NOUN/nsubj, NOUN/obl:monitorados.por, *)",1,0,1,0,1
"VERB(NOUN/nsubj, NOUN/obl:em, *, PROPN/obl:para, NOUN/obl:para)",0,1,0,1,1
"VERB(NOUN/nsubj, NOUN/obl:em, *, NOUN/obl:de)",1,0,1,0,1
"VERB(NOUN/nsubj, NOUN/nsubj, *)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux:pass, *)",0,1,0,1,1
"VERB(NOUN/nsubj, AUX/aux, *)",0,1,0,1,1
"VERB(NOUN/obl:até, *)",1,0,1,0,1
"VERB(NOUN/obl:após, *, NOUN/obl:em)",1,0,1,0,1
"VERB(NOUN/obl, *, NOUN/obl:em)",0,1,0,1,1
"VERB(NOUN/obl, *, NOUN/obl:com)",0,1,0,1,1
"VERB(NOUN/obl, *, NOUN/obl:a)",1,0,1,0,1
"VERB(NOUN/obj, PROPN/nsubj, *, NOUN/obl:de)",0,1,0,1,1
"VERB(NOUN/obj, NOUN/nsubj, *)",0,1,0,1,1
"VERB(NOUN/obj, *, VERB/advcl:para)",0,1,0,1,1
"VERB(NOUN/obj, *, NOUN/obl:em)",1,0,1,0,1
"VERB(NOUN/obj, *, NOUN/obl:de)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:de)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, *, X/obl:agent)",0,1,0,1,1
"VERB(NOUN/nsubj:pass, *, VERB/conj:porém, VERB/xcomp)",0,1,0,1,1
"NOUN(*, ADJ/acl:de)",1,0,1,0,1
"ADV(NOUN/nsubj, *)",1,0,1,0,1
"ADV(ADJ/advcl:se, *, NOUN/obl:de)",0,1,0,1,1
"VERB(NOUN/obl:segundo, *, NOUN/obl:a)",0,1,0,1,1
"VERB(NOUN/obl:que, NOUN/nsubj, *, NOUN/obl:a, NOUN/nsubj)",1,0,1,0,1
"VERB(NOUN/obl:em_meio_a, NOUN/nsubj, *, PROPN/obl:em, VERB/advcl:para)",0,1,0,1,1
"VERB(NOUN/obl:em, PROPN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(NOUN/obl:em, *, VERB/xcomp, VERB/xcomp)",0,1,0,1,1
"VERB(NOUN/obl:em, *, VERB/advcl:ser_que)",0,1,0,1,1
"VERB(NOUN/obl:em, *, VERB/advcl:após)",0,1,0,1,1
"VERB(NOUN/obl:em, *, VERB/advcl:a_o)",0,1,0,1,1
"VERB(NOUN/obl:em, *, NOUN/obl:segundo)",0,1,0,1,1
"VERB(NOUN/obl:em, *, NOUN/obl:de, VERB/advcl)",1,0,1,0,1
"VERB(NOUN/obl:em, *, NOUN/obl:como)",1,0,1,0,1
"VERB(NOUN/obl:em, *, NOUN/obj, NOUN/obj, NOUN/obj)",1,0,1,0,1
"VERB(NOUN/obl:em, *, NOUN/obj)",1,0,1,0,1
"VERB(NOUN/obl:durante, *)",1,0,1,0,1
"VERB(NOUN/obl:como, *)",0,1,0,1,1
"VERB(NOUN/obl:com, *, NOUN/obl:a)",0,1,0,1,1
"VERB(PRON/nsubj, *, PROPN/obl:para)",0,1,0,1,1
"VERB(PRON/nsubj, *, PROPN/obl:com)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obl:em, NOUN/obl:segundo)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obl:com, NOUN/obl:após)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl:a)",0,1,0,1,1
"VERB(NUM/obl:em, *, NOUN/obl:em, VERB/conj:mas)",0,1,0,1,1
"VERB(NUM/obl:em, *)",0,1,0,1,1
"VERB(NOUN/parataxis, *, NOUN/obl:com, VERB/advcl:para, VERB/advcl:para, NOUN/obl:de)",1,0,1,0,1
"VERB(NOUN/obl:sobre, *)",1,0,1,0,1
"VERB(NOUN/obl:segundo, NOUN/obl:após, *, VERB/advcl:para)",0,1,0,1,1
"VERB(NOUN/obl:segundo, *, VERB/advcl:para, NOUN/obl:com)",0,1,0,1,1
"VERB(NOUN/obl:segundo, *, VERB/advcl:a_o, VERB/conj:e)",0,1,0,1,1
"VERB(NOUN/obl:segundo, *, PROPN/obl:em, VERB/conj:e)",0,1,0,1,1
"VERB(NOUN/obl:segundo, *, NOUN/obl:sem, VERB/conj:e)",0,1,0,1,1
"VERB(NOUN/obl:segundo, *, NOUN/obl:em)",0,1,0,1,1
"VERB(NOUN/obl:segundo, *, NOUN/obl:como)",0,1,0,1,1
"ADJ(NOUN/obl:segundo, *, NOUN/obl:para, VERB/advcl:como)",0,1,0,1,1
"ADJ(NOUN/obl:segundo, *)",0,1,0,1,1
"ADJ(NOUN/obl:em, *, VERB/advcl:para)",1,0,1,0,1
"ADJ(NOUN/obl:em, *, PROPN/obl:de)",0,1,0,1,1
"ADJ(NOUN/obl:em, *)",1,0,1,0,1
"ADJ(NOUN/obl:durante, *, NOUN/obl:com)",0,1,0,1,1
"ADJ(NOUN/obl, *, ADJ/conj:e)",0,1,0,1,1
"ADJ(NOUN/nsubj, NOUN/nsubj, *, NOUN/obl:a, NOUN/obl:a, NOUN/obl:a)",1,0,1,0,1
"ADJ(NOUN/nsubj, NOUN/nsubj, *)",0,1,0,1,1
"ADJ(NOUN/nsubj, AUX/cop, *, NOUN/obl:a)",0,1,0,1,1
"ADJ(NOUN/nsubj, *, SYM/obl:em)",0,1,0,1,1
"VERB(PRON/nsubj:pass, *, PRON/obl:contra, NOUN/obl:em)",0,1,0,1,1
"VERB(PRON/nsubj:pass, *, NOUN/obl:contra, NOUN/conj:e)",1,0,1,0,1
"VERB(PRON/nsubj, *, VERB/ccomp, VERB/ccomp)",0,1,0,1,1
"VERB(PRON/nsubj, *, VERB/ccomp)",1,0,1,0,1
"VERB(PRON/nsubj, *, SYM/obl:para)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/obl:por, NOUN/obl:com)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl:mais)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl:em, VERB/advcl:para)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl:em, NOUN/obl:em, VERB/advcl:antes_que)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl:de)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl:com, VERB/conj:e)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl:com, NOUN/obl:em, VERB/advcl:para)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PROPN/nsubj, *, ADV/advcl:antes_que)",0,1,0,1,1
"VERB(PROPN/nsubj, *, ADJ/obl:de, ADJ/obl:de)",1,0,1,0,1
"VERB(PRON/obl:por, *)",1,0,1,0,1
"VERB(PRON/obl:com, *)",0,1,0,1,1
"VERB(PRON/obj, *, ADJ/obl:de)",1,0,1,0,1
"ADJ(PROPN/nsubj, *, NOUN/obl:como)",0,1,0,1,1
"ADJ(PRON/nsubj, AUX/cop, *)",0,1,0,1,1
"ADJ(PRON/nsubj, *, ADJ/conj:e)",1,0,1,0,1
"VERB(PROPN/obl:em, *, NOUN/obl:em, VERB/conj:mas)",0,1,0,1,1
"VERB(PROPN/obl:em, *, NOUN/obl:em)",1,0,1,0,1
"VERB(PROPN/obl, *, VERB/acl:sem)",0,1,0,1,1
"VERB(PROPN/obl, *, NOUN/obl:com)",0,1,0,1,1
"VERB(PROPN/obl, *)",1,0,1,0,1
"VERB(PROPN/obj, *)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, *, PROPN/obl:em, NOUN/obl:com)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, *, NOUN/obl:em)",0,1,0,1,1
"VERB(PROPN/nsubj:pass, *)",0,1,0,1,1
"VERB(PROPN/nsubj, PROPN/nsubj, ADP/mark, *)",0,1,0,1,1
"VERB(PROPN/nsubj, PROPN/nsubj, *, VERB/conj:e)",0,1,0,1,1
"VERB(PROPN/nsubj, NOUN/nsubj, ADP/mark, *)",0,1,0,1,1
"VERB(PROPN/nsubj, NOUN/nsubj, *, NOUN/obl:em, PROPN/obl:de, VERB/conj:e)",0,1,0,1,1
"VERB(PROPN/nsubj, *, VERB/advcl:para)",0,1,0,1,1
"VERB(PROPN/nsubj, *, PROPN/obl:para)",0,1,0,1,1
"VERB(PROPN/nsubj, *, PROPN/obl:em, VERB/advcl:até, NOUN/conj:ou_ser)",0,1,0,1,1
"VERB(VERB/advcl:quando, *)",0,1,0,1,1
"VERB(VERB/advcl:para, *)",0,1,0,1,1
"VERB(VERB/advcl:enquanto, NOUN/obl:enquanto, VERB/advcl:enquanto, VERB/advcl:enquanto, *, NOUN/obl:para)",0,1,0,1,1
"VERB(VERB/advcl:enquanto, *, SYM/obl:em, NOUN/obl:segundo)",0,1,0,1,1
"VERB(VERB/advcl:desde_que, *)",1,0,1,0,1
"VERB(VERB/advcl:caso, *, NOUN/obj)",1,0,1,0,1
"VERB(VERB/advcl:após, *, NOUN/obl:em)",1,0,1,0,1
"VERB(VERB/advcl:a_o, *)",1,0,1,0,1
"VERB(VERB/advcl:a, NOUN/obl:em, *)",1,0,1,0,1
"VERB(VERB/advcl:a, *, NOUN/obl:em)",1,0,1,0,1
"VERB(VERB/advcl:a, *, NOUN/obl:a)",1,0,1,0,1
"VERB(SYM/nsubj, NOUN/nsubj, *, NOUN/obl:de)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj:pass, *)",0,1,0,1,1
"ADJ(*, VERB/parataxis, VERB/parataxis)",0,1,0,1,1
"ADJ(*, VERB/csubj)",1,0,1,0,1
"ADJ(*, VERB/acl:em)",0,1,0,1,1
"NOUN(ADP/case, *, PROPN/nmod:em, PROPN/nmod:em)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod:sem)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod:em, NOUN/nmod:de)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod:de, NOUN/nmod:com)",1,0,1,0,1
"NOUN(ADP/case, *, NOUN/nmod:contra)",0,1,0,1,1
"VERB(VERB/ccomp:speech, VERB/ccomp:speech, *, NOUN/obl:a)",0,1,0,1,1
"VERB(VERB/ccomp:speech, *)",0,1,0,1,1
"VERB(VERB/advcl:segundo, *, VERB/advcl:para)",0,1,0,1,1
"VERB(VERB/advcl:segundo, *, NOUN/obl:em)",0,1,0,1,1
"VERB(VERB/advcl:se, VERB/advcl:se, *, NOUN/obl:sem)",1,0,1,0,1
"VERB(VERB/advcl:se, VERB/advcl:se, *, ADV/advmod, NOUN/obl:com, VERB/conj:e)",1,0,1,0,1
"VERB(VERB/advcl:se, *, VERB/advcl:para, NOUN/obl:sem)",1,0,1,0,1
"VERB(VERB/advcl:se, *, NOUN/xcomp)",0,1,0,1,1
"VERB(VERB/advcl:se, *, ADV/advmod, NOUN/obl:com, VERB/conj:e)",1,0,1,0,1
"VERB(VERB/advcl:quando, PROPN/nsubj, *)",0,1,0,1,1
"VERB(VERB/advcl:quando, *, VERB/conj:e)",0,1,0,1,1
